Song Name,Artist,Aberdeen-SD,Aberdeen-WA,Abilene,Akron,Albany,Albuquerque,Allentown,Anaheim,Anchorage,Asheville,Atlanta,Aurora,Austin,Bakersfield,Baltimore,Barnstable,Baton-Rouge,Bellingham,Belvidere,Bend,Billings,Birmingham,Bismarck,Boise,Boston,Brentwood-NY,Bridgeport,Brockton,Brooklyn,Brownsville,Buffalo,Cape-Coral,Casper,Cedar-Rapids,Centreville,Charleston,Charlotte,Cheyenne,Chicago,Chico,Cincinnati,Clarksville-TN,Cleveland,Colorado-Springs,Columbia,Columbus,Concord-CA,Coram-NY,Coventry-RI,Crystal-Lake,Dale-City-VA,Dallas,Davenport,Dayton,Denver,Detroit,Dodge-City,Douglas-GA,Duluth,Dumas,El-Paso,Elgin,Erie,Eugene,Evanston,Fairbanks,Fairfield,Fargo,Fayetteville-AR,Fort-Lauderdale,Fort-Worth,Freeport-FL,Fremont-CA,Fresno,Grand-Island,Grand-Junction,Grand-Rapids,Great-Falls,Green-Bay,Greensboro,Greenville,Hammond-IN,Hanover-PA,Hartford,Hilo,Honolulu,Houston,Idaho-Falls,Indianapolis,Jackson,Jacksonville,Joliet,Juneau,Kansas-City,Keene-NH,Kennewick,Killeen,Knoxville,Lansing,Laredo,Las-Vegas,Lewiston,Little-Rock,Los-Angeles,Louisville,Lubbock,Macon,Madison,Manhattan,Mansfield-City,Marquette,McAllen,Memphis,Mesa,Miami,Milford-DE,Milwaukee,Minneapolis,Missoula,Mobile,Modesto,Nashville,New-Haven,New-Orleans,New-Ulm-MN,New-York-City,Norfolk,North-Platte,Norwich,Oakland,Ogden,Oklahoma-City,Omaha,Oneonta,Orlando,Oxnard,Philadelphia,Phoenix,Pine-Bluff,Pittsburgh,Pittsfield,Pocatello,Port-Angeles,Port-Saint-Lucie,Portland,Providence,Provo,Pueblo,Raleigh,Rapid-City,Reading,Reno,Richmond,Riverside,Rochester,Rockford,Rome,Sacramento,Saint-Cloud,Saint-Paul,Salinas,Salt-Lake-City,San-Antonio,San-Diego,San-Francisco,San-Jose,Santa-Barbara,Sarasota,Scranton,Seattle,Shreveport,Sioux-Falls,South-Boston,Spokane,Springfield-IL,Springfield-MA,Springfield-MO,St.-Louis,Stockton,Syracuse,Tacoma,Tallahassee,Tampa,The-Woodlands-TX,Thousand-Oaks,Toms-River,Tracy-CA,Trenton,Tucson,Tulsa,Twin-Falls,Tyler,Virginia-Beach,Warren-OH,Washington-D.C.,Wichita,Wilmington,Worcester,Yakima,Youngstown,Yuma
Hrs and Hrs,Muni Long,,,6,5,8,15,3,,,6,3,,,,3,,3,,13,,,2,,,16,13,7,14,,16,,13,,,,6,4,,4,,10,4,4,,2,4,13,,,,4,6,,3,,3,,2,,,,3,18,,,,12,,12,5,3,3,20,14,,,5,,,3,2,3,,4,,,6,,5,3,5,6,,3,19,,6,3,14,,12,16,4,,4,5,2,16,,,12,,2,,5,4,5,,,2,,7,6,3,,9,3,,,16,,7,20,1,5,,4,,2,13,,,,6,,13,,,5,,4,,4,19,8,7,5,,,,,,16,,,,,,3,,4,,1,,10,,5,4,15,15,,12,7,9,,,,4,,5,,1,3,2,4,10,3,,,12,
Knife Talk [Mixed],Drake Feat. 21 Savage & Project Pat,,,9,,,7,,,13,,18,,20,11,,,14,,,,20,16,,,,,,,,9,,,,,,,14,,,,,,,,11,,,,,17,,14,,14,,,,,,,15,,,,17,,,,,,11,,,13,,,,,,,14,,,,,,5,,18,,19,,,,,,12,17,,13,,,,,,15,11,,,,,7,19,18,,9,,,,12,20,,,,,,17,,,,,11,,4,,,,14,,,,,,,,,,,20,,,,,14,,,,14,,,,,10,,,,17,,,,13,,,,15,,,,,,,,,8,,,,,20,13,,13,,8,,18,,,,,5
Super Gremlin,Kodak Black,,,10,8,7,14,16,14,16,16,5,,14,14,5,,4,,,,,4,,,14,15,6,8,,3,,9,,13,,8,8,,11,11,7,5,7,,4,8,14,12,,4,9,4,14,6,20,7,,10,,,,8,9,,4,,,,5,7,4,6,12,7,4,,7,,16,5,4,7,8,9,,,4,,8,5,3,7,,6,,,5,6,7,10,14,17,5,16,9,2,4,17,,,,6,3,13,8,3,11,20,,4,8,11,11,4,,10,7,,17,20,14,5,13,6,8,18,7,9,5,11,,,,4,,9,16,,6,,13,19,5,18,20,10,9,12,5,,,,5,,,,,8,18,,3,11,2,,17,10,11,6,6,6,,9,4,6,,13,6,9,14,7,9,2,7,3,9,5,6,10,,14,
Shivers,Ed Sheeran,,,11,12,,12,18,19,8,,,,,,,12,20,10,,5,8,,,15,,,,,,,,10,1,16,,,,,,5,17,,,11,,,19,20,,16,,,10,,16,,,7,,,,,,10,2,,,4,15,13,20,,19,,6,10,,11,,,,,,19,,9,,10,14,,12,,,20,,13,,16,,,16,6,,,,12,,,19,,10,,,12,15,,,14,11,,9,,,,1,,,,,,9,,14,12,7,,,16,,,,7,14,10,18,20,8,,,5,7,15,,,16,14,18,18,16,,,9,,,8,7,14,5,11,12,,8,,17,12,15,14,,,18,13,,13,,,12,,,7,,5,,,20,,,,15,18,15,16
Smokin Out The Window,"Bruno Mars, Anderson .Paak & Silk Sonic",,,12,17,,,,,,,,,,,,,10,,,,,17,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,20,,,16,,,,,,,,20,,,,,,,17,,,,,,,,13,,,,17,,15,,20,20,,,,10,,,,,,,,,,,,,,,,,12,,,,,,20,,,16,,,,15,,,,18,,,11,,,,,,,,,15,,,,,,12,,,,,,,,,,,19,,,,8,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,17,17
Fingers Crossed,Lauren Spencer-Smith,,,13,10,11,16,10,11,17,15,,,,4,18,15,,8,,,1,,5,8,,10,,,,,,19,,3,,,,,7,13,6,,,13,,10,,17,,5,,,6,11,15,15,,,16,,,7,19,13,20,,15,5,8,,16,,,,5,8,,8,2,,,10,,10,6,4,20,3,13,,16,5,,12,7,20,9,7,,,17,3,10,14,,8,,11,,,,,,9,,6,10,4,,,,13,7,14,,19,,,,,2,14,17,,,19,15,12,,20,13,5,,,12,12,5,3,,6,,,,11,5,1,,,11,,,4,,15,,14,,9,19,8,19,6,5,10,7,3,6,8,,3,7,15,12,12,12,17,,13,17,18,8,18,12,15,,7,9,,11,6,
Easy On Me,Adele,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,12,,,,,,18,,,,,,,,,15,,,,,,,,,,,,,,,9,17,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,19,,,,,,,,,,,,,,17,,,,,,,,,,,,,,19,,,,,,,,,,15,12,,6,,,,,
Whiskey And Rain,Michael Ray,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meet Me At Our Spot,"THE ANXIETY, WILLOW & Tyler Cole",,,17,,,17,,18,10,,,,,20,,18,,,3,10,14,,7,12,,,,,,,,,10,14,,,,,,,,,,,,,,,,,,,17,,,,,,,,,17,,18,,,,,,,,,,,9,9,,,9,,,,19,,,,,15,,,,,,,,14,,,,,,10,,17,,,,,,,,,,10,,14,,,19,,,,,,,,,11,,,19,19,15,,,16,,19,,,,19,,,19,,18,,,16,,,,,,,,,,,,,,,,,,,,,,10,10,,,11,,,,,,,,,9,,,,15,12,12,,,,,17,,,,,6
You Should Probably Leave,Chris Stapleton,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,
Pepas,Farruko,,,19,,,18,20,13,,,,,15,9,,,,,,,,,,,,,,,,4,,2,,,,,,,,15,,,,,,,,,,20,,20,,,,,,,,,18,,,,13,,,,,6,18,19,13,9,,,,,,,,,,,,,12,,,,17,,,,,,,,,15,15,,,15,,,,,,20,,5,,15,4,,,,,,6,,,,,,,,16,,,,,,9,17,,15,,,,,,3,,,,,,,,10,,6,,,,17,,,,,6,11,19,13,11,6,,,,,,,,,,,,,,8,10,10,,,,,9,,20,,,,,,,,,,14
I Hate U,SZA,,,20,,14,,17,,,,10,,,18,10,,16,,,,,11,,,,14,8,,,,,,,,,12,13,,20,,15,7,20,,6,,9,9,,,11,12,,17,,13,,8,,,,15,,,,,7,,,,14,,17,18,,,,,,6,6,,2,17,17,,,,,15,,,,10,,,,18,11,,10,7,9,,15,13,5,,,,,,6,,,20,,,,,15,19,13,12,,4,10,,8,10,,,,13,,,9,,,,,,,,,,,,11,,14,,11,,14,,6,,,,,,,,,,,,5,,7,,,,,,,14,7,14,,17,14,,,7,,18,,,,9,10,6,13,11,14,,,,12
I Lied (Part 1),Scribz Riley,,,,2,1,,2,,,20,1,,9,16,1,,1,,,,,1,,,3,1,1,2,,,1,,,,,3,1,,2,,2,2,1,17,1,2,2,2,,,1,2,,1,,1,,5,,,,6,4,,,,1,,16,3,2,9,4,,,,4,14,,1,1,1,,1,,,2,,1,1,1,1,,5,,,1,,2,,3,,1,8,2,,1,20,,,,,1,20,3,,1,11,,1,16,3,1,1,,1,1,,2,2,,4,12,,3,,1,18,1,2,6,,,8,20,2,,,1,,2,,1,7,2,4,1,11,,,7,,8,10,20,,,15,13,18,1,,3,,4,,3,1,2,4,9,2,2,2,,5,2,1,,6,,4,1,13,1,,1,4,,1,
Pressure,Ari Lennox,,,,7,,,,,,13,6,,,,9,,9,,,,,3,,,,,,,,,,,,,,19,11,,14,,20,,9,,5,7,,,,,,,,18,,9,,3,,,,9,,,,,,,,,19,,,,,,10,,,15,7,8,,,,,16,,15,4,14,,,19,,,20,,,,,,15,,10,,3,,,,,,5,,,5,,,,8,,,,8,,,4,,,,,,,,,,10,,4,,,,,,,,,,10,,,,7,,,,3,,,,,,,,,,,,10,,18,,,,,,,11,,,,,,19,,,,,,,,15,4,5,17,,,,,8,
Beggin',Måneskin,,,,13,,,,,12,11,,,,,,13,,9,,13,,,,,20,,20,18,,,,,,,,,,,,,,,,,,,,,,14,,,,,19,,,,,,,13,11,7,8,6,,,,,,10,,,,12,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,20,,,,,18,,,7,,,,,,,,,,,,,,,,16,,,,,17,8,13,,,16,,,14,,7,,,,,,,,,,,20,,,20,,,,,16,16,,19,,16,,,,,,,10,,,,16,19,,,,,,,,,,,,,,,13
Peru,Fireboy DML & Ed Sheeran,,,,,9,,13,,,,16,,,,6,9,,,,,,,,,13,7,4,6,,,,12,16,,,,18,,,,,,,,20,,,14,11,,8,,,,,,,,,,,,,,19,,,,,8,,,18,,,16,,,,9,18,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,5,,,8,18,,12,,,,,,15,,6,,,,,,,7,,11,,,17,,9,,20,,,,,,,,,,,,,,,,12,,,,,,,,12,,20,12,,,,,,16,,5,,,,,,,8,,10,13,,,
TO THE MOON,Jnr Choi,,,,,10,,,,,,,,,,,,,,,,,,,,,8,10,,,,,14,,,,,,,,,,18,,,,,,10,10,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,13,,,,11,,,,,,,,,,,,,10,,,,,,,,,,,,,13,,,,,9,,,,,,,,10,,,5,,,14,,,,,,,,,,,,,,,,,,,,,,19,,,,,,19,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,15,,,,,,,,,,,,,,,
Ghost,Justin Bieber,,,,,17,,,,15,,,,,,,,,,,20,12,,14,13,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,5,,,,,,,,,,,,,,,16,,,,18,,,13,,,,,,,,,,19,13,,16,,,,,13,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,15,,,,,19,,19,,,,,,,3,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,19,20,,,,19,,,,,,,,,,19,,,18,,,,,,,19
Never Tear Us Apart,INXS,,,,,18,19,,10,,8,,,7,,,,17,6,,,,,,,8,12,,11,,,,,,,,13,,,18,20,,17,,20,,,,11,,,,,,,8,,,,4,,9,,20,4,,,,,,20,,,,,,,,,,17,,,,,,,18,,20,,,,,,4,,,,12,,,,,9,16,19,,9,,16,,,,19,,,18,18,13,,,14,,16,,12,,,15,8,,,,,,9,16,,,,,,,,17,10,19,,19,,,12,15,15,,,,,,,15,16,12,8,10,15,5,,,15,,,,12,,,13,,,,17,3,,15,8,,13,,,,,,,,11,,,16,,,
One Right Now,Post Malone & The Weeknd,,,,,,10,,,,,,,,19,,,,,,,18,,,16,17,,,,,14,,,20,10,,,,,,12,,,,,,,,,,,,,,,,,,,17,,,,15,,,,13,,,,,,8,12,,15,,19,20,,,,,14,13,18,,,,,,,,,6,,,,,20,8,14,,,,,,,,14,,16,,6,,10,,,,,10,,19,,11,,,18,18,18,,16,,,,,,6,,,16,20,,,,14,20,,,13,,6,,,,15,,7,,,,15,18,,18,17,,,,,,,,14,,18,10,,11,11,20,,,,,,,,10,,18,,,,,13,,12,19,,
Watercolor Eyes (From “Euphoria” An HBO Original Series),Lana Del Rey,,,,,,11,,7,,7,19,,4,5,,7,,3,,,,,,20,9,9,19,10,,,,,,,,11,,,13,17,,9,,19,,,,7,,,,13,,,10,,,,8,,4,,10,6,,9,16,,13,,17,,14,11,,17,14,,,,,18,,,,,11,,,,,,,,,11,17,,9,12,,,,5,,11,,8,,15,,20,,16,,,,17,,,,12,17,,,13,,,4,7,,17,,,,4,14,17,,16,,,15,,9,15,,,,,17,16,,4,13,,,19,,,5,12,3,6,7,10,7,,,11,,,,,11,,17,,13,,,6,17,13,7,18,12,,8,,,,,,14,,,,6,,
"R.A.P. Music"" Album Untitled""",Killer Mike,,,,,,,15,,19,3,,,8,,19,14,,18,,3,,,18,,7,17,,9,,,,,,,,5,,,19,19,12,,13,12,,15,,,,,,17,,,5,,,,7,,,,,15,,15,,17,11,,,,,,,,,16,10,,,,,,,,,,,,,20,,15,3,,,,,,,,13,,17,,,4,,,9,,,,,,12,7,5,,,6,,,9,,,,,12,,,16,,,,,,,14,10,,,,11,17,,,16,19,,,13,,12,,,,,,12,20,,13,14,18,20,20,,14,,18,,15,,,,12,,,16,,,18,14,,,17,,,,,,,10,,,14,,,
Chaise Longue,Wet Leg,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,
Beautiful Strangers,Kevin Morby,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Can I Kick It?,A Tribe Called Quest,,,,,,,,,,17,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'll Be Here In The Morning,Townes Van Zandt,,,,,,,,,,18,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vehicle,The Ides Of March,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Me or Sum,Nardo Wick Feat. Future & Lil Baby,,,,,,,,,,,9,,,,,,12,,,,,13,,,,,,,,,,,,,,15,12,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,12,,,,,,,10,,,,19,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,14,,,,,,,,,18,,,,,,,,,,,,,,,,,,,
pushin P,Gunna & Future Feat. Young Thug,,,,,,,,,,,12,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ameno Amapiano Remix (You Wanna Bamba),Goya Menor & Nektunez,,,,,,,,,,,13,,,,,,,,,,,,,,18,,,17,,,,,,,,,,17,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,
Pop Music,2 Chainz Feat. Moneybagg Yo & Beatking,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,
Rumors,Gucci Mane Feat. Lil Durk,,,,,,,,,,,17,,,,14,,,,15,,,10,,,,,,,,,,,,,,16,9,,6,,18,6,15,,,17,,,,13,,,,8,,17,,,,,,19,6,,,,,,,,,,,,,,,,,,,4,,,,,,,7,18,,16,,,12,,,,,,,,16,,14,,,,,,,,7,,,,17,,,,,15,,,,,8,,,,,,,3,,,17,,,,,,,,,,,,,,,,17,,,17,,,6,,,,,,,,,,,,,,,,5,,,,,,,14,,,,,,,,,,,,,,,19,,,,
Beautiful Lies,Yung Bleu & Kehlani,,,,,,,,,,,20,,,,17,,,,,,,14,,,,,,,,,,,,,,,17,,,,,15,,,13,,,,,,17,,,,,20,,18,,,,,,,,,,,,,,,,17,,,,,,,15,,14,,,,,,,12,15,,,,,,,,,,11,,,,11,,10,,,,,,,,,19,,,,,19,,,,,,14,,,,,,,2,,,,,,,,,,,,,,,,,,20,12,,,19,16,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,12,17,14,,,,,,,
Broadway Girls,Lil Durk Feat. Morgan Wallen,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiss Me Deadly,Lita Ford,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sit Next To Me (Stereotypes Remix),Foster The People,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Far Behind,Candlebox,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Before I Knew It,Mason Ramsey,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Save Your Tears,The Weeknd,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
She's Like Texas,Josh Abbott Band,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sand In My Boots,Morgan Wallen,,,,,,,,,,,,9,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,6,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Payphone,Maroon 5 Feat. Wiz Khalifa,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Surface Pressure (From Encanto""/Soundtrack Version)""",Jessica Darrow,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We Don't Talk About Bruno (From Encanto""/Soundtrack Version)""","Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto - Cast",,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We the People,Kid Rock,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Lazy Song,Bruno Mars,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nobody's Fool,Cinderella,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandstorm,Darude,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
